human_selector_action;human_selector_location;world_nr;tick_nr
;(4, 8);1;366
;(4, 8);1;367
;(4, 8);1;368
;(4, 8);1;369
;(4, 8);1;370
MoveEast;(5, 8);1;371
MoveEast;(6, 8);1;372
MoveEast;(7, 8);1;373
MoveEast;(8, 8);1;374
MoveEast;(9, 8);1;375
MoveEast;(10, 8);1;376
MoveEast;(11, 8);1;377
MoveEast;(12, 8);1;378
MoveEast;(13, 8);1;379
MoveEast;(14, 8);1;380
MoveEast;(15, 8);1;381
MoveSouth;(15, 9);1;382
;(15, 9);1;383
MoveSouth;(15, 10);1;384
;(15, 10);1;385
;(15, 10);1;386
;(15, 10);1;387
;(15, 10);1;388
;(15, 10);1;389
;(15, 10);1;390
;(15, 10);1;391
;(15, 10);1;392
;(15, 10);1;393
;(15, 10);1;394
;(15, 10);1;395
;(15, 10);1;396
MoveWest;(14, 10);1;397
;(14, 10);1;398
MoveWest;(13, 10);1;399
;(13, 10);1;400
;(13, 10);1;401
;(13, 10);1;402
;(13, 10);1;403
;(13, 10);1;404
GrabObject;(13, 10);1;405
;(13, 10);1;406
MoveWest;(12, 10);1;407
;(12, 10);1;408
MoveWest;(11, 10);1;409
;(11, 10);1;410
;(11, 10);1;411
;(11, 10);1;412
;(11, 10);1;413
;(11, 10);1;414
MoveWest;(10, 10);1;415
;(10, 10);1;416
;(10, 10);1;417
MoveWest;(9, 10);1;418
;(9, 10);1;419
;(9, 10);1;420
MoveWest;(8, 10);1;421
;(8, 10);1;422
MoveWest;(7, 10);1;423
;(7, 10);1;424
;(7, 10);1;425
MoveWest;(6, 10);1;426
;(6, 10);1;427
;(6, 10);1;428
MoveWest;(5, 10);1;429
;(5, 10);1;430
;(5, 10);1;431
MoveWest;(4, 10);1;432
;(4, 10);1;433
;(4, 10);1;434
MoveWest;(3, 10);1;435
;(3, 10);1;436
;(3, 10);1;437
DropObject;(3, 10);1;438
;(3, 10);1;439
MoveEast;(4, 10);1;440
;(4, 10);1;441
;(4, 10);1;442
MoveEast;(5, 10);1;443
;(5, 10);1;444
;(5, 10);1;445
MoveEast;(6, 10);1;446
;(6, 10);1;447
;(6, 10);1;448
MoveEast;(7, 10);1;449
;(7, 10);1;450
;(7, 10);1;451
MoveEast;(8, 10);1;452
;(8, 10);1;453
;(8, 10);1;454
MoveEast;(9, 10);1;455
;(9, 10);1;456
;(9, 10);1;457
MoveEast;(10, 10);1;458
;(10, 10);1;459
;(10, 10);1;460
MoveEast;(11, 10);1;461
;(11, 10);1;462
;(11, 10);1;463
;(11, 10);1;464
;(11, 10);1;465
;(11, 10);1;466
;(11, 10);1;467
;(11, 10);1;468
;(11, 10);1;469
GrabObject;(11, 10);1;470
;(11, 10);1;471
MoveWest;(10, 10);1;472
;(10, 10);1;473
;(10, 10);1;474
MoveWest;(9, 10);1;475
;(9, 10);1;476
;(9, 10);1;477
MoveWest;(8, 10);1;478
;(8, 10);1;479
;(8, 10);1;480
MoveWest;(7, 10);1;481
;(7, 10);1;482
;(7, 10);1;483
MoveWest;(6, 10);1;484
;(6, 10);1;485
;(6, 10);1;486
MoveWest;(5, 10);1;487
;(5, 10);1;488
MoveWest;(4, 10);1;489
;(4, 10);1;490
;(4, 10);1;491
MoveWest;(3, 10);1;492
;(3, 10);1;493
;(3, 10);1;494
;(3, 10);1;495
;(3, 10);1;496
MoveWest;(2, 10);1;497
DropObject;(2, 10);1;498
MoveEast;(3, 10);1;499
;(3, 10);1;500
;(3, 10);1;501
;(3, 10);1;502
;(3, 10);1;503
;(3, 10);1;504
;(3, 10);1;505
MoveEast;(4, 10);1;506
MoveEast;(5, 10);1;507
MoveEast;(6, 10);1;508
MoveEast;(7, 10);1;509
MoveEast;(8, 10);1;510
MoveEast;(9, 10);1;511
MoveNorth;(9, 9);1;512
;(9, 9);1;513
;(9, 9);1;514
MoveNorth;(9, 8);1;515
;(9, 8);1;516
MoveNorth;(9, 7);1;517
;(9, 7);1;518
;(9, 7);1;519
MoveNorth;(9, 6);1;520
;(9, 6);1;521
;(9, 6);1;522
;(9, 6);1;523
;(9, 6);1;524
;(9, 6);1;525
MoveNorth;(9, 5);1;526
;(9, 5);1;527
;(9, 5);1;528
MoveEast;(10, 5);1;529
;(10, 5);1;530
;(10, 5);1;531
;(10, 5);1;532
GrabObject;(10, 5);1;533
;(10, 5);1;534
MoveWest;(9, 5);1;535
;(9, 5);1;536
;(9, 5);1;537
;(9, 5);1;538
;(9, 5);1;539
MoveSouth;(9, 6);1;540
;(9, 6);1;541
;(9, 6);1;542
;(9, 6);1;543
;(9, 6);1;544
MoveWest;(8, 6);1;545
;(8, 6);1;546
;(8, 6);1;547
MoveWest;(7, 6);1;548
;(7, 6);1;549
;(7, 6);1;550
MoveWest;(6, 6);1;551
;(6, 6);1;552
;(6, 6);1;553
MoveWest;(5, 6);1;554
;(5, 6);1;555
;(5, 6);1;556
MoveWest;(4, 6);1;557
;(4, 6);1;558
;(4, 6);1;559
;(4, 6);1;560
;(4, 6);1;561
DropObject;(4, 6);1;562
;(4, 6);1;563
MoveEast;(5, 6);1;564
;(5, 6);1;565
;(5, 6);1;566
MoveEast;(6, 6);1;567
;(6, 6);1;568
;(6, 6);1;569
MoveEast;(7, 6);1;570
;(7, 6);1;571
MoveEast;(8, 6);1;572
;(8, 6);1;573
;(8, 6);1;574
MoveEast;(9, 6);1;575
;(9, 6);1;576
;(9, 6);1;577
;(9, 6);1;578
GrabObject;(9, 6);1;579
;(9, 6);1;580
MoveWest;(8, 6);1;581
;(8, 6);1;582
;(8, 6);1;583
MoveWest;(7, 6);1;584
;(7, 6);1;585
MoveWest;(6, 6);1;586
;(6, 6);1;587
;(6, 6);1;588
MoveWest;(5, 6);1;589
;(5, 6);1;590
;(5, 6);1;591
MoveWest;(4, 6);1;592
;(4, 6);1;593
;(4, 6);1;594
;(4, 6);1;595
;(4, 6);1;596
MoveWest;(3, 6);1;597
MoveWest;(2, 6);1;598
;(2, 6);1;599
DropObject;(2, 6);1;600
;(2, 6);1;601
MoveEast;(3, 6);1;602
;(3, 6);1;603
;(3, 6);1;604
;(3, 6);1;605
;(3, 6);1;606
;(3, 6);1;607
MoveEast;(4, 6);1;608
MoveEast;(5, 6);1;609
MoveEast;(6, 6);1;610
MoveEast;(7, 6);1;611
MoveEast;(8, 6);1;612
MoveEast;(9, 6);1;613
MoveEast;(10, 6);1;614
MoveEast;(11, 6);1;615
MoveEast;(12, 6);1;616
MoveEast;(13, 6);1;617
MoveEast;(14, 6);1;618
MoveEast;(15, 6);1;619
MoveEast;(16, 6);1;620
;(16, 6);1;621
;(16, 6);1;622
;(16, 6);1;623
;(16, 6);1;624
MoveSouth;(16, 7);1;625
;(16, 7);1;626
;(16, 7);1;627
;(16, 7);1;628
;(16, 7);1;629
;(16, 7);1;630
;(16, 7);1;631
MoveWest;(15, 7);1;632
;(15, 7);1;633
;(15, 7);1;634
MoveWest;(14, 7);1;635
;(14, 7);1;636
;(14, 7);1;637
MoveWest;(13, 7);1;638
;(13, 7);1;639
;(13, 7);1;640
MoveWest;(12, 7);1;641
;(12, 7);1;642
;(12, 7);1;643
;(12, 7);1;644
MoveSouth;(12, 8);1;645
;(12, 8);1;646
MoveWest;(11, 8);1;647
;(11, 8);1;648
;(11, 8);1;649
;(11, 8);1;650
;(11, 8);1;651
;(11, 8);1;652
;(11, 8);1;653
;(11, 8);1;654
;(11, 8);1;655
;(11, 8);1;656
;(11, 8);1;657
MoveEast;(12, 8);1;658
;(12, 8);1;659
;(12, 8);1;660
GrabObject;(12, 8);1;661
;(12, 8);1;662
MoveWest;(11, 8);1;663
;(11, 8);1;664
;(11, 8);1;665
MoveWest;(10, 8);1;666
;(10, 8);1;667
;(10, 8);1;668
;(10, 8);1;669
;(10, 8);1;670
;(10, 8);1;671
MoveWest;(9, 8);1;672
MoveWest;(8, 8);1;673
MoveWest;(7, 8);1;674
MoveWest;(6, 8);1;675
MoveWest;(5, 8);1;676
MoveWest;(4, 8);1;677
MoveWest;(3, 8);1;678
;(3, 8);1;679
MoveWest;(2, 8);1;680
MoveWest;(1, 8);1;681
;(1, 8);1;682
;(1, 8);1;683
;(1, 8);1;684
MoveEast;(2, 8);1;685
;(2, 8);1;686
DropObject;(2, 8);1;687
;(2, 8);1;688
MoveEast;(3, 8);1;689
;(3, 8);1;690
;(3, 8);1;691
MoveEast;(4, 8);1;692
;(4, 8);1;693
;(4, 8);1;694
;(4, 8);1;695
;(4, 8);1;696
;(4, 8);1;697
;(4, 8);1;698
;(4, 8);1;699
MoveEast;(5, 8);1;700
MoveEast;(6, 8);1;701
MoveEast;(7, 8);1;702
MoveEast;(8, 8);1;703
;(8, 8);1;704
MoveSouth;(8, 9);1;705
;(8, 9);1;706
;(8, 9);1;707
;(8, 9);1;708
;(8, 9);1;709
;(8, 9);1;710
;(8, 9);1;711
MoveSouth;(8, 10);1;712
;(8, 10);1;713
;(8, 10);1;714
MoveEast;(9, 10);1;715
;(9, 10);1;716
;(9, 10);1;717
;(9, 10);1;718
MoveEast;(10, 10);1;719
;(10, 10);1;720
;(10, 10);1;721
MoveEast;(11, 10);1;722
;(11, 10);1;723
;(11, 10);1;724
;(11, 10);1;725
;(11, 10);1;726
;(11, 10);1;727
;(11, 10);1;728
;(11, 10);1;729
;(11, 10);1;730
;(11, 10);1;731
MoveEast;(12, 10);1;732
;(12, 10);1;733
;(12, 10);1;734
;(12, 10);1;735
;(12, 10);1;736
;(12, 10);1;737
;(12, 10);1;738
GrabObject;(12, 10);1;739
;(12, 10);1;740
MoveWest;(11, 10);1;741
;(11, 10);1;742
MoveWest;(10, 10);1;743
;(10, 10);1;744
;(10, 10);1;745
;(10, 10);1;746
;(10, 10);1;747
;(10, 10);1;748
MoveWest;(9, 10);1;749
;(9, 10);1;750
;(9, 10);1;751
MoveWest;(8, 10);1;752
;(8, 10);1;753
;(8, 10);1;754
MoveWest;(7, 10);1;755
;(7, 10);1;756
;(7, 10);1;757
MoveWest;(6, 10);1;758
;(6, 10);1;759
;(6, 10);1;760
;(6, 10);1;761
MoveWest;(5, 10);1;762
;(5, 10);1;763
;(5, 10);1;764
;(5, 10);1;765
DropObject;(5, 10);1;766
MoveEast;(6, 10);1;767
;(6, 10);1;768
;(6, 10);1;769
MoveEast;(7, 10);1;770
;(7, 10);1;771
;(7, 10);1;772
MoveEast;(8, 10);1;773
;(8, 10);1;774
MoveEast;(9, 10);1;775
;(9, 10);1;776
;(9, 10);1;777
;(9, 10);1;778
MoveEast;(10, 10);1;779
;(10, 10);1;780
;(10, 10);1;781
MoveEast;(11, 10);1;782
;(11, 10);1;783
;(11, 10);1;784
MoveEast;(12, 10);1;785
;(12, 10);1;786
;(12, 10);1;787
;(12, 10);1;788
;(12, 10);1;789
;(12, 10);1;790
;(12, 10);1;791
;(12, 10);1;792
;(12, 10);1;793
GrabObject;(12, 10);1;794
;(12, 10);1;795
;(12, 10);1;796
MoveWest;(11, 10);1;797
;(11, 10);1;798
;(11, 10);1;799
;(11, 10);1;800
;(11, 10);1;801
MoveWest;(10, 10);1;802
MoveWest;(9, 10);1;803
;(9, 10);1;804
;(9, 10);1;805
MoveWest;(8, 10);1;806
;(8, 10);1;807
;(8, 10);1;808
MoveWest;(7, 10);1;809
;(7, 10);1;810
;(7, 10);1;811
MoveWest;(6, 10);1;812
;(6, 10);1;813
;(6, 10);1;814
MoveWest;(5, 10);1;815
;(5, 10);1;816
;(5, 10);1;817
MoveWest;(4, 10);1;818
;(4, 10);1;819
DropObject;(4, 10);1;820
;(4, 10);1;821
MoveEast;(5, 10);1;822
;(5, 10);1;823
;(5, 10);1;824
MoveEast;(6, 10);1;825
;(6, 10);1;826
;(6, 10);1;827
MoveEast;(7, 10);1;828
;(7, 10);1;829
;(7, 10);1;830
MoveEast;(8, 10);1;831
;(8, 10);1;832
;(8, 10);1;833
MoveEast;(9, 10);1;834
;(9, 10);1;835
;(9, 10);1;836
;(9, 10);1;837
;(9, 10);1;838
;(9, 10);1;839
;(9, 10);1;840
;(9, 10);1;841
;(9, 10);1;842
;(9, 10);1;843
;(9, 10);1;844
;(9, 10);1;845
;(9, 10);1;846
;(9, 10);1;847
;(9, 10);1;848
;(9, 10);1;849
;(9, 10);1;850
;(9, 10);1;851
;(9, 10);1;852
;(9, 10);1;853
;(9, 10);1;854
;(9, 10);1;855
;(9, 10);1;856
;(9, 10);1;857
;(9, 10);1;858
;(9, 10);1;859
;(9, 10);1;860
;(9, 10);1;861
;(9, 10);1;862
;(9, 10);1;863
;(9, 10);1;864
;(9, 10);1;865
;(9, 10);1;866
;(9, 10);1;867
;(9, 10);1;868
;(9, 10);1;869
;(9, 10);1;870
;(9, 10);1;871
;(9, 10);1;872
;(9, 10);1;873
;(9, 10);1;874
;(9, 10);1;875
;(9, 10);1;876
;(9, 10);1;877
;(9, 10);1;878
;(9, 10);1;879
;(9, 10);1;880
;(9, 10);1;881
;(9, 10);1;882
;(9, 10);1;883
;(9, 10);1;884
;(9, 10);1;885
;(9, 10);1;886
;(9, 10);1;887
;(9, 10);1;888
;(9, 10);1;889
;(9, 10);1;890
;(9, 10);1;891
;(9, 10);1;892
;(9, 10);1;893
;(9, 10);1;894
;(9, 10);1;895
;(9, 10);1;896
;(9, 10);1;897
;(9, 10);1;898
;(9, 10);1;899
;(9, 10);1;900
;(9, 10);1;901
;(9, 10);1;902
;(9, 10);1;903
;(9, 10);1;904
;(9, 10);1;905
;(9, 10);1;906
;(9, 10);1;907
;(9, 10);1;908
;(9, 10);1;909
;(9, 10);1;910
;(9, 10);1;911
;(9, 10);1;912
;(9, 10);1;913
;(9, 10);1;914
;(9, 10);1;915
;(9, 10);1;916
;(9, 10);1;917
;(9, 10);1;918
;(9, 10);1;919
;(9, 10);1;920
;(9, 10);1;921
;(9, 10);1;922
;(9, 10);1;923
;(9, 10);1;924
;(9, 10);1;925
;(9, 10);1;926
;(9, 10);1;927
;(9, 10);1;928
;(9, 10);1;929
;(9, 10);1;930
;(9, 10);1;931
;(9, 10);1;932
;(9, 10);1;933
;(9, 10);1;934
;(9, 10);1;935
;(9, 10);1;936
;(9, 10);1;937
;(9, 10);1;938
;(9, 10);1;939
;(9, 10);1;940
;(9, 10);1;941
;(9, 10);1;942
;(9, 10);1;943
;(9, 10);1;944
;(9, 10);1;945
;(9, 10);1;946
;(9, 10);1;947
;(9, 10);1;948
;(9, 10);1;949
;(9, 10);1;950
;(9, 10);1;951
;(9, 10);1;952
;(9, 10);1;953
;(9, 10);1;954
;(9, 10);1;955
;(9, 10);1;956
;(9, 10);1;957
;(9, 10);1;958
;(9, 10);1;959
;(9, 10);1;960
;(9, 10);1;961
;(9, 10);1;962
;(9, 10);1;963
;(9, 10);1;964
;(9, 10);1;965
;(9, 10);1;966
;(9, 10);1;967
;(9, 10);1;968
;(9, 10);1;969
;(9, 10);1;970
;(9, 10);1;971
;(9, 10);1;972
;(9, 10);1;973
;(9, 10);1;974
;(9, 10);1;975
;(9, 10);1;976
;(9, 10);1;977
;(9, 10);1;978
;(9, 10);1;979
;(9, 10);1;980
;(9, 10);1;981
MoveEast;(10, 10);1;982
;(10, 10);1;983
;(10, 10);1;984
DropObject;(10, 10);1;985
;(10, 10);1;986
MoveWest;(9, 10);1;987
;(9, 10);1;988
;(9, 10);1;989
MoveWest;(8, 10);1;990
;(8, 10);1;991
;(8, 10);1;992
MoveWest;(7, 10);1;993
;(7, 10);1;994
;(7, 10);1;995
MoveWest;(6, 10);1;996
;(6, 10);1;997
;(6, 10);1;998
;(6, 10);1;999
;(6, 10);1;1000
;(6, 10);1;1001
;(6, 10);1;1002
MoveEast;(7, 10);1;1003
;(7, 10);1;1004
;(7, 10);1;1005
;(7, 10);1;1006
MoveEast;(8, 10);1;1007
;(8, 10);1;1008
MoveEast;(9, 10);1;1009
;(9, 10);1;1010
;(9, 10);1;1011
MoveEast;(10, 10);1;1012
;(10, 10);1;1013
;(10, 10);1;1014
;(10, 10);1;1015
GrabObject;(10, 10);1;1016
MoveWest;(9, 10);1;1017
;(9, 10);1;1018
;(9, 10);1;1019
MoveWest;(8, 10);1;1020
;(8, 10);1;1021
;(8, 10);1;1022
MoveWest;(7, 10);1;1023
;(7, 10);1;1024
;(7, 10);1;1025
MoveWest;(6, 10);1;1026
;(6, 10);1;1027
;(6, 10);1;1028
MoveWest;(5, 10);1;1029
;(5, 10);1;1030
MoveWest;(4, 10);1;1031
;(4, 10);1;1032
;(4, 10);1;1033
;(4, 10);1;1034
MoveWest;(3, 10);1;1035
;(3, 10);1;1036
;(3, 10);1;1037
DropObject;(3, 10);1;1038
;(3, 10);1;1039
;(3, 10);1;1040
MoveEast;(4, 10);1;1041
;(4, 10);1;1042
MoveEast;(5, 10);1;1043
;(5, 10);1;1044
;(5, 10);1;1045
MoveEast;(6, 10);1;1046
;(6, 10);1;1047
;(6, 10);1;1048
;(6, 10);1;1049
MoveEast;(7, 10);1;1050
;(7, 10);1;1051
;(7, 10);1;1052
;(7, 10);1;1053
;(7, 10);1;1054
;(7, 10);1;1055
;(7, 10);1;1056
;(7, 10);1;1057
;(7, 10);1;1058
;(7, 10);1;1059
;(7, 10);1;1060
;(7, 10);1;1061
;(7, 10);1;1062
;(7, 10);1;1063
;(7, 10);1;1064
MoveNorth;(7, 9);1;1065
;(7, 9);1;1066
DropObject;(7, 9);1;1067
;(7, 9);1;1068
;(7, 9);1;1069
;(7, 9);1;1070
;(7, 9);1;1071
;(7, 9);1;1072
;(7, 9);1;1073
GrabObject;(7, 9);1;1074
;(7, 9);1;1075
;(7, 9);1;1076
;(7, 9);1;1077
MoveWest;(6, 9);1;1078
;(6, 9);1;1079
;(6, 9);1;1080
MoveWest;(5, 9);1;1081
;(5, 9);1;1082
;(5, 9);1;1083
MoveWest;(4, 9);1;1084
;(4, 9);1;1085
;(4, 9);1;1086
;(4, 9);1;1087
;(4, 9);1;1088
;(4, 9);1;1089
;(4, 9);1;1090
DropObject;(4, 9);1;1091
;(4, 9);1;1092
;(4, 9);1;1093
;(4, 9);1;1094
;(4, 9);1;1095
;(4, 9);1;1096
;(4, 9);1;1097
;(4, 9);1;1098
;(4, 9);1;1099
;(4, 9);1;1100
MoveSouth;(4, 10);1;1101
;(4, 10);1;1102
;(4, 10);1;1103
;(4, 10);1;1104
MoveEast;(5, 10);1;1105
;(5, 10);1;1106
;(5, 10);1;1107
GrabObject;(5, 10);1;1108
;(5, 10);1;1109
;(5, 10);1;1110
;(5, 10);1;1111
MoveWest;(4, 10);1;1112
;(4, 10);1;1113
MoveWest;(3, 10);1;1114
;(3, 10);1;1115
;(3, 10);1;1116
MoveWest;(2, 10);1;1117
;(2, 10);1;1118
;(2, 10);1;1119
MoveWest;(1, 10);1;1120
;(1, 10);1;1121
;(1, 10);1;1122
DropObject;(1, 10);1;1123
;(1, 10);1;1124
