correct_tick;human_selector_sent;human_selector_received;human_selector_mssg_json;human_sent;human_received;human_mssg_json;machine_sent;machine_received;machine_mssg_json;victim_sent;victim_received;victim_mssg_json;gravitygod_sent;gravitygod_received;gravitygod_mssg_json;rewardgod_sent;rewardgod_received;rewardgod_mssg_json;ontologygod_sent;ontologygod_received;ontologygod_mssg_json;robot_sent;robot_received;robot_mssg_json;world_nr;tick_nr
34;;;;;;;;;;;;;;;;;;;;;;;;;1;35
35;;;;;;;;;;;;;;;;;;;;;;;;;1;36
36;;;;;;;;;;;;;;;;;;;;;;;;;1;37
37;;;;;;;;;;;;;;;;;;;;;;;;;1;38
38;;;;;;;;;;;;;;;;;;;;;;;;;1;39
39;{'past_action': ['Stand still', ['Left side of field']]};;"{""content"": {""past_action"": [""Stand still"", [""Left side of field""]]}, ""from_id"": ""human_selector"", ""to_id"": ""robot"", ""message_id"": ""d4a848cee68ad296e5ad70c6f205ae61""}";;{'past_action': ['Stand still', ['Left side of field']]};;;{'past_action': ['Stand still', ['Left side of field']]};;;{'past_action': ['Stand still', ['Left side of field']]};;;{'past_action': ['Stand still', ['Left side of field']]};;;{'past_action': ['Stand still', ['Left side of field']]};;;{'past_action': ['Stand still', ['Left side of field']]};;;{'past_action': ['Stand still', ['Left side of field']]};;1;40
40;;;;;;;;;;;;;;;;;;;;;;;;;1;41
41;;;;;;;;;;;;;;;;;;;;;;;;;1;42
42;;;;;;;;;;;;;;;;;;;;;;;;;1;43
43;;;;;;;;;;;;;;;;;;;;;;;;;1;44
44;;;;;;;;;;;;;;;;;;;;;;;;;1;45
45;;;;;;;;;;;;;;;;;;;;;;;;;1;46
46;;;;;;;;;;;;;;;;;;;;;;;;;1;47
47;;;;;;;;;;;;;;;;;;;;;;;;;1;48
48;;;;;;;;;;;;;;;;;;;;;;;;;1;49
49;;;;;;;;;;;;;;;;;;;;;;;;;1;50
50;;;;;;;;;;;;;;;;;;;;;;;;;1;51
51;;;;;;;;;;;;;;;;;;;;;;;;;1;52
52;;;;;;;;;;;;;;;;;;;;;;;;;1;53
53;;;;;;;;;;;;;;;;;;;;;;;;;1;54
54;;;;;;;;;;;;;;;;;;;;;;;;;1;55
55;;;;;;;;;;;;;;;;;;;;;;;;;1;56
56;;;;;;;;;;;;;;;;;;;;;;;;;1;57
57;;;;;;;;;;;;;;;;;;;;;;;;;1;58
58;;;;;;;;;;;;;;;;;;;;;;;;;1;59
59;{'past_action': ['Stand still', ['Left side of field']]};;"{""content"": {""past_action"": [""Stand still"", [""Left side of field""]]}, ""from_id"": ""human_selector"", ""to_id"": ""robot"", ""message_id"": ""b128545c6089874d75a777e721c2cbbc""}";;{'past_action': ['Stand still', ['Left side of field']]};;;{'past_action': ['Stand still', ['Left side of field']]};;;{'past_action': ['Stand still', ['Left side of field']]};;;{'past_action': ['Stand still', ['Left side of field']]};;;{'past_action': ['Stand still', ['Left side of field']]};;;{'past_action': ['Stand still', ['Left side of field']]};;;{'past_action': ['Stand still', ['Left side of field']]};;1;60
60;;;;;;;;;;;;;;;;;;;;;;;;;1;61
61;;;;;;;;;;;;;;;;;;;;;;;;;1;62
62;;;;;;;;;;;;;;;;;;;;;;;;;1;63
63;;;;;;;;;;;;;;;;;;;;;;;;;1;64
64;;;;;;;;;;;;;;;;;;;;;;;;;1;65
65;;;;;;;;;;;;;;;;;;;;;;;;;1;66
66;;;;;;;;;;;;;;;;;;;;;;;;;1;67
67;;;;;;;;;;;;;;;;;;;;;;;;;1;68
68;;;;;;;;;;;;;;;;;;;;;;;;;1;69
69;;;;;;;;;;;;;;;;;;;;;;;;;1;70
70;;;;;;;;;;;;;;;;;;;;;;;;;1;71
71;;;;;;;;;;;;;;;;;;;;;;;;;1;72
72;;;;;;;;;;;;;;;;;;;;;;;;;1;73
73;;;;;;;;;;;;;;;;;;;;;;;;;1;74
74;;;;;;;;;;;;;;;;;;;;;;;;;1;75
75;;;;;;;;;;;;;;;;;;;;;;;;;1;76
76;;;;;;;;;;;;;;;;;;;;;;;;;1;77
77;;;;;;;;;;;;;;;;;;;;;;;;;1;78
78;;;;;;;;;;;;;;;;;;;;;;;;;1;79
79;{'past_action': ['Stand still', ['Left side of field']]};;"{""content"": {""past_action"": [""Stand still"", [""Left side of field""]]}, ""from_id"": ""human_selector"", ""to_id"": ""robot"", ""message_id"": ""3593b1fef7ec6a3cddd61604d44d810e""}";;{'past_action': ['Stand still', ['Left side of field']]};;;{'past_action': ['Stand still', ['Left side of field']]};;;{'past_action': ['Stand still', ['Left side of field']]};;;{'past_action': ['Stand still', ['Left side of field']]};;;{'past_action': ['Stand still', ['Left side of field']]};;;{'past_action': ['Stand still', ['Left side of field']]};;;{'past_action': ['Stand still', ['Left side of field']]};;1;80
80;;;;;;;;;;;;;;;;;;;;;;;;;1;81
81;;;;;;;;;;;;;;;;;;;;;;;;;1;82
82;;;;;;;;;;;;;;;;;;;;;;;;;1;83
83;;;;;;;;;;;;;;;;;;;;;;;;;1;84
84;;;;;;;;;;;;;;;;;;;;;;;;;1;85
85;;;;;;;;;;;;;;;;;;;;;;;;;1;86
86;;;;;;;;;;;;;;;;;;;;;;;;;1;87
87;;;;;;;;;;;;;;;;;;;;;;;;;1;88
88;;;;;;;;;;;;;;;;;;;;;;;;;1;89
89;;;;;;;;;;;;;;;;;;;;;;;;;1;90
90;;;;;;;;;;;;;;;;;;;;;;;;;1;91
91;;;;;;;;;;;;;;;;;;;;;;;;;1;92
92;;;;;;;;;;;;;;;;;;;;;;;;;1;93
93;;;;;;;;;;;;;;;;;;;;;;;;;1;94
