human_selector;human;machine;victim;gravitygod;rewardgod;ontologygod;robot;world_nr;tick_nr
0;1;1;0;0;1;1;0;1;111
1;1;1;0;0;1;1;0;1;112
0;1;1;0;0;1;1;0;1;113
1;1;1;0;0;1;1;0;1;114
1;1;1;0;0;1;1;0;1;115
0;1;1;0;0;1;1;0;1;116
1;1;1;0;0;1;1;0;1;117
1;1;1;0;0;1;1;0;1;118
0;1;1;0;0;1;1;0;1;119
1;1;1;0;0;1;1;0;1;120
1;1;1;0;0;1;1;0;1;121
1;1;1;0;0;1;1;0;1;122
0;1;1;0;0;1;1;0;1;123
1;1;1;0;0;1;1;0;1;124
1;1;1;0;0;1;1;0;1;125
1;1;1;0;0;1;1;0;1;126
1;1;1;0;0;1;1;0;1;127
1;1;1;0;0;1;1;0;1;128
1;1;1;0;0;1;1;0;1;129
1;1;1;0;0;1;1;0;1;130
1;1;1;0;0;1;1;0;1;131
0;1;1;0;0;1;1;0;1;132
1;1;1;0;0;1;1;0;1;133
0;1;1;0;0;1;1;0;1;134
1;1;1;0;0;1;1;0;1;135
1;1;1;0;0;1;1;0;1;136
0;1;1;0;0;1;1;0;1;137
1;1;1;0;0;1;1;0;1;138
1;1;1;0;0;1;1;0;1;139
0;1;1;0;0;1;1;0;1;140
1;1;1;0;0;1;1;0;1;141
0;1;1;0;0;1;1;0;1;142
1;1;1;0;0;1;1;0;1;143
1;1;1;0;0;1;1;0;1;144
0;1;1;0;0;1;1;0;1;145
1;1;1;0;0;1;1;0;1;146
1;1;1;0;0;1;1;0;1;147
0;1;1;0;0;1;1;0;1;148
1;1;1;0;0;1;1;1;1;149
0;1;1;0;0;1;1;1;1;150
1;1;1;0;0;1;1;1;1;151
1;1;1;0;0;1;1;0;1;152
0;1;1;0;0;1;1;0;1;153
1;1;1;0;0;1;1;0;1;154
0;1;1;0;0;1;1;0;1;155
1;1;1;0;0;1;1;0;1;156
1;1;1;0;0;1;1;0;1;157
1;1;1;0;0;1;1;0;1;158
1;1;1;0;0;1;1;0;1;159
0;1;1;0;0;1;1;0;1;160
1;1;1;0;0;1;1;0;1;161
0;1;1;0;0;1;1;0;1;162
1;1;1;0;0;1;1;0;1;163
1;1;1;0;0;1;1;0;1;164
0;1;1;0;0;1;1;0;1;165
1;1;1;0;0;1;1;0;1;166
1;1;1;0;0;1;1;0;1;167
0;1;1;0;0;1;1;0;1;168
1;1;1;0;0;1;1;0;1;169
1;1;1;0;0;1;1;0;1;170
0;1;1;0;0;1;1;0;1;171
1;1;1;0;0;1;1;0;1;172
1;1;1;0;0;1;1;0;1;173
1;1;1;0;0;1;1;0;1;174
1;1;1;0;0;1;1;0;1;175
0;1;1;0;0;1;1;0;1;176
1;1;1;0;0;1;1;0;1;177
1;1;1;0;0;1;1;0;1;178
1;1;1;0;0;1;1;0;1;179
1;1;1;0;0;1;1;0;1;180
1;1;1;0;0;1;1;0;1;181
0;1;1;0;0;1;1;0;1;182
1;1;1;0;0;1;1;0;1;183
1;1;1;0;0;1;1;0;1;184
0;1;1;0;0;1;1;0;1;185
0;1;1;0;0;1;1;0;1;186
1;1;1;0;0;1;1;0;1;187
1;1;1;0;0;1;1;0;1;188
0;1;1;0;0;1;1;0;1;189
1;1;1;0;0;1;1;0;1;190
1;1;1;0;0;1;1;0;1;191
1;1;1;0;0;1;1;0;1;192
1;1;1;0;0;1;1;0;1;193
1;1;1;0;0;1;1;0;1;194
1;1;1;0;0;1;1;0;1;195
0;1;1;0;0;1;1;0;1;196
1;1;1;0;0;1;1;0;1;197
1;1;1;0;0;1;1;0;1;198
1;1;1;0;0;1;1;0;1;199
0;1;1;0;0;1;1;0;1;200
1;1;1;0;0;1;1;0;1;201
1;1;1;0;0;1;1;0;1;202
1;1;1;0;0;1;1;0;1;203
1;1;1;0;0;1;1;0;1;204
1;1;1;0;0;1;1;0;1;205
1;1;1;0;0;1;1;0;1;206
1;1;1;0;0;1;1;1;1;207
0;1;1;0;0;1;1;1;1;208
1;1;1;0;0;1;1;0;1;209
1;1;1;0;0;1;1;0;1;210
0;1;1;0;0;1;1;0;1;211
1;1;1;0;0;1;1;0;1;212
1;1;1;0;0;1;1;0;1;213
0;1;1;0;0;1;1;0;1;214
1;1;1;0;0;1;1;0;1;215
1;1;1;0;0;1;1;0;1;216
0;1;1;0;0;1;1;0;1;217
1;1;1;0;0;1;1;0;1;218
1;1;1;0;0;1;1;0;1;219
1;1;1;0;0;1;1;0;1;220
1;1;1;0;0;1;1;0;1;221
1;1;1;0;0;1;1;0;1;222
1;1;1;0;0;1;1;0;1;223
1;1;1;0;0;1;1;0;1;224
1;1;1;0;0;1;1;0;1;225
1;1;1;0;0;1;1;0;1;226
0;1;1;0;0;1;1;0;1;227
1;1;1;0;0;1;1;0;1;228
1;1;1;0;0;1;1;0;1;229
0;1;1;0;0;1;1;0;1;230
1;1;1;0;0;1;1;0;1;231
0;1;1;0;0;1;1;0;1;232
1;1;1;0;0;1;1;0;1;233
1;1;1;0;0;1;1;0;1;234
1;1;1;0;0;1;1;0;1;235
0;1;1;0;0;1;1;0;1;236
1;1;1;0;0;1;1;0;1;237
1;1;1;0;0;1;1;0;1;238
0;1;1;0;0;1;1;0;1;239
1;1;1;0;0;1;1;0;1;240
1;1;1;0;0;1;1;0;1;241
1;1;1;0;0;1;1;0;1;242
0;1;1;0;0;1;1;0;1;243
1;1;1;0;0;1;1;0;1;244
1;1;1;0;0;1;1;0;1;245
1;1;1;0;0;1;1;0;1;246
1;1;1;0;0;1;1;0;1;247
0;1;1;0;0;1;1;0;1;248
1;1;1;0;0;1;1;0;1;249
1;1;1;0;0;1;1;0;1;250
1;1;1;0;0;1;1;0;1;251
1;1;1;0;0;1;1;0;1;252
1;1;1;0;0;1;1;0;1;253
1;1;1;0;0;1;1;0;1;254
0;1;1;0;0;1;1;0;1;255
1;1;1;0;0;1;1;0;1;256
1;1;1;0;0;1;1;0;1;257
0;1;1;0;0;1;1;0;1;258
1;1;1;0;0;1;1;0;1;259
1;1;1;0;0;1;1;0;1;260
1;1;1;0;0;1;1;0;1;261
0;1;1;0;0;1;1;0;1;262
1;1;1;0;0;1;1;0;1;263
1;1;1;0;0;1;1;1;1;264
1;1;1;0;0;1;1;1;1;265
1;1;1;0;0;1;1;1;1;266
1;1;1;0;0;1;1;0;1;267
1;1;1;0;0;1;1;0;1;268
0;1;1;0;0;1;1;0;1;269
1;1;1;0;0;1;1;0;1;270
1;1;1;0;0;1;1;0;1;271
0;1;1;0;0;1;1;0;1;272
1;1;1;0;0;1;1;0;1;273
1;1;1;0;0;1;1;0;1;274
1;1;1;0;0;1;1;0;1;275
1;1;1;0;0;1;1;0;1;276
1;1;1;0;0;1;1;0;1;277
1;1;1;0;0;1;1;0;1;278
1;1;1;0;0;1;1;0;1;279
1;1;1;0;0;1;1;0;1;280
1;1;1;0;0;1;1;0;1;281
1;1;1;0;0;1;1;0;1;282
1;1;1;0;0;1;1;0;1;283
0;1;1;0;0;1;1;0;1;284
1;1;1;0;0;1;1;0;1;285
1;1;1;0;0;1;1;0;1;286
0;1;1;0;0;1;1;0;1;287
1;1;1;0;0;1;1;0;1;288
0;1;1;0;0;1;1;0;1;289
1;1;1;0;0;1;1;0;1;290
0;1;1;0;0;1;1;0;1;291
1;1;1;0;0;1;1;0;1;292
1;1;1;0;0;1;1;0;1;293
0;1;1;0;0;1;1;0;1;294
1;1;1;0;0;1;1;0;1;295
1;1;1;0;0;1;1;0;1;296
0;1;1;0;0;1;1;0;1;297
1;1;1;0;0;1;1;0;1;298
1;1;1;0;0;1;1;0;1;299
0;1;1;0;0;1;1;0;1;300
1;1;1;0;0;1;1;0;1;301
1;1;1;0;0;1;1;0;1;302
1;1;1;0;0;1;1;0;1;303
0;1;1;0;0;1;1;0;1;304
1;1;1;0;0;1;1;0;1;305
0;1;1;0;0;1;1;0;1;306
1;1;1;0;0;1;1;0;1;307
0;1;1;0;0;1;1;0;1;308
1;1;1;0;0;1;1;0;1;309
1;1;1;0;0;1;1;0;1;310
0;1;1;0;0;1;1;0;1;311
1;1;1;0;0;1;1;0;1;312
1;1;1;0;0;1;1;0;1;313
0;1;1;0;0;1;1;0;1;314
1;1;1;0;0;1;1;0;1;315
1;1;1;0;0;1;1;0;1;316
0;1;1;0;0;1;1;0;1;317
1;1;1;0;0;1;1;0;1;318
0;1;1;0;0;1;1;0;1;319
1;1;1;0;0;1;1;0;1;320
1;1;1;0;0;1;1;0;1;321
0;1;1;0;0;1;1;0;1;322
1;1;1;0;0;1;1;0;1;323
1;1;1;0;0;1;1;0;1;324
0;1;1;0;0;1;1;0;1;325
1;1;1;0;0;1;1;0;1;326
1;1;1;0;0;1;1;0;1;327
1;1;1;0;0;1;1;0;1;328
1;1;1;0;0;1;1;0;1;329
1;1;1;0;0;1;1;0;1;330
1;1;1;0;0;1;1;0;1;331
1;1;1;0;0;1;1;0;1;332
1;1;1;0;0;1;1;0;1;333
0;1;1;0;0;1;1;0;1;334
1;1;1;0;0;1;1;0;1;335
0;1;1;0;0;1;1;0;1;336
1;1;1;0;0;1;1;0;1;337
1;1;1;0;0;1;1;0;1;338
0;1;1;0;0;1;1;0;1;339
1;1;1;0;0;1;1;0;1;340
1;1;1;0;0;1;1;0;1;341
0;1;1;0;0;1;1;0;1;342
1;1;1;0;0;1;1;0;1;343
0;1;1;0;0;1;1;0;1;344
1;1;1;0;0;1;1;0;1;345
1;1;1;0;0;1;1;0;1;346
0;1;1;0;0;1;1;0;1;347
1;1;1;0;0;1;1;0;1;348
1;1;1;0;0;1;1;0;1;349
0;1;1;0;0;1;1;0;1;350
1;1;1;0;0;1;1;0;1;351
1;1;1;0;0;1;1;0;1;352
0;1;1;0;0;1;1;0;1;353
1;1;1;0;0;1;1;0;1;354
0;1;1;0;0;1;1;1;1;355
1;1;1;0;0;1;1;1;1;356
1;1;1;0;0;1;1;0;1;357
1;1;1;0;0;1;1;0;1;358
1;1;1;0;0;1;1;0;1;359
0;1;1;0;0;1;1;0;1;360
1;1;1;0;0;1;1;0;1;361
1;1;1;0;0;1;1;0;1;362
1;1;1;0;0;1;1;0;1;363
0;1;1;0;0;1;1;0;1;364
1;1;1;0;0;1;1;0;1;365
0;1;1;0;0;1;1;0;1;366
1;1;1;0;0;1;1;0;1;367
1;1;1;0;0;1;1;0;1;368
0;1;1;0;0;1;1;0;1;369
1;1;1;0;0;1;1;0;1;370
1;1;1;0;0;1;1;0;1;371
0;1;1;0;0;1;1;0;1;372
1;1;1;0;0;1;1;0;1;373
0;1;1;0;0;1;1;0;1;374
1;1;1;0;0;1;1;0;1;375
1;1;1;0;0;1;1;0;1;376
1;1;1;0;0;1;1;0;1;377
0;1;1;0;0;1;1;0;1;378
1;1;1;0;0;1;1;0;1;379
1;1;1;0;0;1;1;0;1;380
1;1;1;0;0;1;1;0;1;381
1;1;1;0;0;1;1;0;1;382
1;1;1;0;0;1;1;0;1;383
1;1;1;0;0;1;1;0;1;384
1;1;1;0;0;1;1;0;1;385
1;1;1;0;0;1;1;0;1;386
1;1;1;0;0;1;1;0;1;387
1;1;1;0;0;1;1;0;1;388
1;1;1;0;0;1;1;0;1;389
1;1;1;0;0;1;1;0;1;390
0;1;1;0;0;1;1;0;1;391
1;1;1;0;0;1;1;0;1;392
0;1;1;0;0;1;1;0;1;393
1;1;1;0;0;1;1;0;1;394
1;1;1;0;0;1;1;0;1;395
0;1;1;0;0;1;1;0;1;396
1;1;1;0;0;1;1;0;1;397
1;1;1;0;0;1;1;0;1;398
0;1;1;0;0;1;1;0;1;399
1;1;1;0;0;1;1;0;1;400
1;1;1;0;0;1;1;0;1;401
1;1;1;0;0;1;1;0;1;402
1;1;1;0;0;1;1;0;1;403
0;1;1;0;0;1;1;0;1;404
0;1;1;0;0;1;1;0;1;405
1;1;1;0;0;1;1;0;1;406
0;1;1;0;0;1;1;0;1;407
1;1;1;0;0;1;1;0;1;408
1;1;1;0;0;1;1;0;1;409
1;1;1;0;0;1;1;0;1;410
0;1;1;0;0;1;1;0;1;411
1;1;1;0;0;1;1;0;1;412
1;1;1;0;0;1;1;0;1;413
0;1;1;0;0;1;1;0;1;414
1;1;1;0;0;1;1;0;1;415
1;1;1;0;0;1;1;0;1;416
0;1;1;0;0;1;1;0;1;417
1;1;1;0;0;1;1;0;1;418
1;1;1;0;0;1;1;0;1;419
1;1;1;0;0;1;1;0;1;420
1;1;1;0;0;1;1;0;1;421
0;1;1;0;0;1;1;0;1;422
1;1;1;0;0;1;1;0;1;423
0;1;1;0;0;1;1;0;1;424
1;1;1;0;0;1;1;0;1;425
1;1;1;0;0;1;1;0;1;426
0;1;1;0;0;1;1;0;1;427
1;1;1;0;0;1;1;0;1;428
1;1;1;0;0;1;1;0;1;429
1;1;1;0;0;1;1;0;1;430
1;1;1;0;0;1;1;0;1;431
1;1;1;0;0;1;1;0;1;432
0;1;1;0;0;1;1;0;1;433
0;1;1;0;0;1;1;0;1;434
0;1;1;0;0;1;1;0;1;435
0;1;1;0;0;1;1;0;1;436
0;1;1;0;0;1;1;0;1;437
1;1;1;0;0;1;1;0;1;438
1;1;1;0;0;1;1;0;1;439
1;1;1;0;0;1;1;0;1;440
1;1;1;0;0;1;1;0;1;441
1;1;1;0;0;1;1;0;1;442
0;1;1;0;0;1;1;0;1;443
1;1;1;0;0;1;1;0;1;444
1;1;1;0;0;1;1;1;1;445
1;1;1;0;0;1;1;1;1;446
1;1;1;0;0;1;1;1;1;447
1;1;1;0;0;1;1;0;1;448
1;1;1;0;0;1;1;0;1;449
1;1;1;0;0;1;1;0;1;450
1;1;1;0;0;1;1;0;1;451
1;1;1;0;0;1;1;0;1;452
0;1;1;0;0;1;1;0;1;453
1;1;1;0;0;1;1;0;1;454
1;1;1;0;0;1;1;0;1;455
1;1;1;0;0;1;1;0;1;456
1;1;1;0;0;1;1;0;1;457
1;1;1;0;0;1;1;0;1;458
1;1;1;0;0;1;1;0;1;459
1;1;1;0;0;1;1;0;1;460
1;1;1;0;0;1;1;0;1;461
0;1;1;0;0;1;1;0;1;462
1;1;1;0;0;1;1;0;1;463
1;1;1;0;0;1;1;0;1;464
1;1;1;0;0;1;1;0;1;465
0;1;1;0;0;1;1;0;1;466
1;1;1;0;0;1;1;0;1;467
1;1;1;0;0;1;1;0;1;468
1;1;1;0;0;1;1;0;1;469
0;1;1;0;0;1;1;0;1;470
1;1;1;0;0;1;1;0;1;471
1;1;1;0;0;1;1;0;1;472
0;1;1;0;0;1;1;0;1;473
1;1;1;0;0;1;1;0;1;474
1;1;1;0;0;1;1;0;1;475
0;1;1;0;0;1;1;0;1;476
1;1;1;0;0;1;1;0;1;477
1;1;1;0;0;1;1;0;1;478
0;1;1;0;0;1;1;0;1;479
1;1;1;0;0;1;1;0;1;480
1;1;1;0;0;1;1;0;1;481
0;1;1;0;0;1;1;0;1;482
1;1;1;0;0;1;1;0;1;483
0;1;1;0;0;1;1;0;1;484
1;1;1;0;0;1;1;0;1;485
0;1;1;0;0;1;1;0;1;486
1;1;1;0;0;1;1;0;1;487
1;1;1;0;0;1;1;0;1;488
0;1;1;0;0;1;1;0;1;489
1;1;1;0;0;1;1;0;1;490
1;1;1;0;0;1;1;0;1;491
0;1;1;0;0;1;1;0;1;492
1;1;1;0;0;1;1;0;1;493
1;1;1;0;0;1;1;0;1;494
0;1;1;0;0;1;1;0;1;495
1;1;1;0;0;1;1;0;1;496
1;1;1;0;0;1;1;0;1;497
1;1;1;0;0;1;1;0;1;498
1;1;1;0;0;1;1;0;1;499
1;1;1;0;0;1;1;0;1;500
1;1;1;0;0;1;1;0;1;501
1;1;1;0;0;1;1;0;1;502
1;1;1;0;0;1;1;0;1;503
0;1;1;0;0;1;1;0;1;504
0;1;1;0;0;1;1;0;1;505
1;1;1;0;0;1;1;0;1;506
1;1;1;0;0;1;1;0;1;507
1;1;1;0;0;1;1;0;1;508
1;1;1;0;0;1;1;0;1;509
1;1;1;0;0;1;1;0;1;510
1;1;1;0;0;1;1;0;1;511
1;1;1;0;0;1;1;0;1;512
1;1;1;0;0;1;1;0;1;513
1;1;1;0;0;1;1;0;1;514
1;1;1;0;0;1;1;0;1;515
1;1;1;0;0;1;1;0;1;516
1;1;1;0;0;1;1;0;1;517
0;1;1;0;0;1;1;0;1;518
1;1;1;0;0;1;1;0;1;519
1;1;1;0;0;1;1;0;1;520
1;1;1;0;0;1;1;0;1;521
0;1;1;0;0;1;1;0;1;522
1;1;1;0;0;1;1;0;1;523
0;1;1;0;0;1;1;0;1;524
1;1;1;0;0;1;1;1;1;525
1;1;1;0;0;1;1;1;1;526
0;1;1;0;0;1;1;0;1;527
1;1;1;0;0;1;1;0;1;528
0;1;1;0;0;1;1;0;1;529
1;1;1;0;0;1;1;0;1;530
1;1;1;0;0;1;1;0;1;531
0;1;1;0;0;1;1;0;1;532
1;1;1;0;0;1;1;0;1;533
1;1;1;0;0;1;1;0;1;534
0;1;1;0;0;1;1;0;1;535
1;1;1;0;0;1;1;0;1;536
1;1;1;0;0;1;1;0;1;537
0;1;1;0;0;1;1;0;1;538
1;1;1;0;0;1;1;0;1;539
1;1;1;0;0;1;1;0;1;540
0;1;1;0;0;1;1;0;1;541
1;1;1;0;0;1;1;0;1;542
1;1;1;0;0;1;1;0;1;543
1;1;1;0;0;1;1;0;1;544
0;1;1;0;0;1;1;0;1;545
1;1;1;0;0;1;1;0;1;546
0;1;1;0;0;1;1;0;1;547
1;1;1;0;0;1;1;0;1;548
1;1;1;0;0;1;1;0;1;549
0;1;1;0;0;1;1;0;1;550
1;1;1;0;0;1;1;0;1;551
1;1;1;0;0;1;1;0;1;552
0;1;1;0;0;1;1;0;1;553
1;1;1;0;0;1;1;0;1;554
1;1;1;0;0;1;1;0;1;555
0;1;1;0;0;1;1;0;1;556
1;1;1;0;0;1;1;0;1;557
1;1;1;0;0;1;1;0;1;558
0;1;1;0;0;1;1;0;1;559
1;1;1;0;0;1;1;0;1;560
0;1;1;0;0;1;1;0;1;561
1;1;1;0;0;1;1;0;1;562
1;1;1;0;0;1;1;0;1;563
1;1;1;0;0;1;1;0;1;564
1;1;1;0;0;1;1;0;1;565
0;1;1;0;0;1;1;0;1;566
1;1;1;0;0;1;1;0;1;567
0;1;1;0;0;1;1;0;1;568
1;1;1;0;0;1;1;0;1;569
1;1;1;0;0;1;1;0;1;570
1;1;1;0;0;1;1;0;1;571
1;1;1;0;0;1;1;0;1;572
1;1;1;0;0;1;1;0;1;573
1;1;1;0;0;1;1;0;1;574
1;1;1;0;0;1;1;0;1;575
1;1;1;0;0;1;1;0;1;576
0;1;1;0;0;1;1;0;1;577
1;1;1;0;0;1;1;0;1;578
0;1;1;0;0;1;1;0;1;579
1;1;1;0;0;1;1;0;1;580
1;1;1;0;0;1;1;0;1;581
0;1;1;0;0;1;1;0;1;582
1;1;1;0;0;1;1;0;1;583
1;1;1;0;0;1;1;0;1;584
0;1;1;0;0;1;1;0;1;585
1;1;1;0;0;1;1;0;1;586
1;1;1;0;0;1;1;0;1;587
0;1;1;0;0;1;1;0;1;588
1;1;1;0;0;1;1;0;1;589
1;1;1;0;0;1;1;0;1;590
0;1;1;0;0;1;1;0;1;591
1;1;1;0;0;1;1;0;1;592
1;1;1;0;0;1;1;0;1;593
0;1;1;0;0;1;1;0;1;594
1;1;1;0;0;1;1;0;1;595
1;1;1;0;0;1;1;0;1;596
1;1;1;0;0;1;1;0;1;597
0;1;1;0;0;1;1;0;1;598
1;1;1;0;0;1;1;0;1;599
1;1;1;0;0;1;1;0;1;600
1;1;1;0;0;1;1;0;1;601
1;1;1;0;0;1;1;0;1;602
0;1;1;0;0;1;1;0;1;603
0;1;1;0;0;1;1;0;1;604
1;1;1;0;0;1;1;0;1;605
1;1;1;0;0;1;1;0;1;606
1;1;1;0;0;1;1;0;1;607
1;1;1;0;0;1;1;0;1;608
1;1;1;0;0;1;1;0;1;609
0;1;1;0;0;1;1;0;1;610
1;1;1;0;0;1;1;0;1;611
1;1;1;0;0;1;1;0;1;612
0;1;1;0;0;1;1;0;1;613
1;1;1;0;0;1;1;0;1;614
1;1;1;0;0;1;1;0;1;615
0;1;1;0;0;1;1;0;1;616
1;1;1;0;0;1;1;0;1;617
1;1;1;0;0;1;1;0;1;618
1;1;1;0;0;1;1;0;1;619
1;1;1;0;0;1;1;0;1;620
1;1;1;0;0;1;1;0;1;621
1;1;1;0;0;1;1;0;1;622
1;1;1;0;0;1;1;0;1;623
1;1;1;0;0;1;1;0;1;624
0;1;1;0;0;1;1;0;1;625
1;1;1;0;0;1;1;1;1;626
1;1;1;0;0;1;1;1;1;627
1;1;1;0;0;1;1;1;1;628
1;1;1;0;0;1;1;0;1;629
0;1;1;0;0;1;1;0;1;630
0;1;1;0;0;1;1;0;1;631
1;1;1;0;0;1;1;0;1;632
1;1;1;0;0;1;1;0;1;633
0;1;1;0;0;1;1;0;1;634
1;1;1;0;0;1;1;0;1;635
1;1;1;0;0;1;1;0;1;636
0;1;1;0;0;1;1;0;1;637
1;1;1;0;0;1;1;0;1;638
0;1;1;0;0;1;1;0;1;639
1;1;1;0;0;1;1;0;1;640
1;1;1;0;0;1;1;0;1;641
0;1;1;0;0;1;1;0;1;642
1;1;1;0;0;1;1;0;1;643
1;1;1;0;0;1;1;0;1;644
1;1;1;0;0;1;1;0;1;645
0;1;1;0;0;1;1;0;1;646
1;1;1;0;0;1;1;0;1;647
0;1;1;0;0;1;1;0;1;648
1;1;1;0;0;1;1;0;1;649
0;1;1;0;0;1;1;0;1;650
1;1;1;0;0;1;1;0;1;651
1;1;1;0;0;1;1;0;1;652
0;1;1;0;0;1;1;0;1;653
1;1;1;0;0;1;1;0;1;654
1;1;1;0;0;1;1;0;1;655
0;1;1;0;0;1;1;0;1;656
1;1;1;0;0;1;1;0;1;657
1;1;1;0;0;1;1;0;1;658
0;1;1;0;0;1;1;0;1;659
1;1;1;0;0;1;1;0;1;660
1;1;1;0;0;1;1;0;1;661
1;1;1;0;0;1;1;0;1;662
0;1;1;0;0;1;1;0;1;663
0;1;1;0;0;1;1;0;1;664
1;1;1;0;0;1;1;0;1;665
1;1;1;0;0;1;1;0;1;666
0;1;1;0;0;1;1;0;1;667
1;1;1;0;0;1;1;0;1;668
1;1;1;0;0;1;1;0;1;669
1;1;1;0;0;1;1;0;1;670
0;1;1;0;0;1;1;0;1;671
1;1;1;0;0;1;1;0;1;672
1;1;1;0;0;1;1;0;1;673
0;1;1;0;0;1;1;0;1;674
1;1;1;0;0;1;1;0;1;675
0;1;1;0;0;1;1;0;1;676
1;1;1;0;0;1;1;0;1;677
1;1;1;0;0;1;1;0;1;678
1;1;1;0;0;1;1;0;1;679
0;1;1;0;0;1;1;0;1;680
0;1;1;0;0;1;1;0;1;681
1;1;1;0;0;1;1;0;1;682
1;1;1;0;0;1;1;0;1;683
0;1;1;0;0;1;1;0;1;684
1;1;1;0;0;1;1;0;1;685
1;1;1;0;0;1;1;0;1;686
0;1;1;0;0;1;1;0;1;687
1;1;1;0;0;1;1;0;1;688
0;1;1;0;0;1;1;0;1;689
1;1;1;0;0;1;1;0;1;690
1;1;1;0;0;1;1;0;1;691
0;1;1;0;0;1;1;0;1;692
1;1;1;0;0;1;1;0;1;693
1;1;1;0;0;1;1;0;1;694
